"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-09-24 02:54:53",1758682493536,"regenhubattendancebot.vercel.app/api/webhook","POST","",-1,"fz9cj-1758682493470-9b03992ed18d","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",-1,"iad1",-1,-1,"Webhook received: {
  method: 'POST',
  headers: {
    'x-vercel-oidc-token': 'eyJraWQiOiJtcmstNDMwMmVjMWI2NzBmNDhhOThhZDYxZGFkZTRhMjNiZTciLCJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJuYmYiOjE3NTg2ODIwMDMsIm93bmVyX2lkIjoidGVhbV9KcjBySU8yaU9XazAyeUtBVkk0VG5VWXQiLCJpYXQiOjE3NTg2ODIwMDMsInZlcmNlbF9pZCI6ImZyYTE6OjdoZDk0LTE3NTg2ODIwMDI5OTEtNThhNjk4NTE5YzA3IiwiYXVkIjoiaHR0cHM6XC9cL3ZlcmNlbC5jb21cL29tbmloYXJtb25pY3MtcHJvamVjdHMiLCJvd25lciI6Im9tbmloYXJtb25pY3MtcHJvamVjdHMiLCJpc3MiOiJodHRwczpcL1wvb2lkYy52ZXJjZWwuY29tXC9vbW5paGFybW9uaWNzLXByb2plY3RzIiwicHJvamVjdF9pZCI6InByal9JQmprMFZrTFZhcEJ3dFVSUWNPaEsxT3ZRT1pVIiwiZXhwIjoxNzU4Njg1NjAzLCJlbnZpcm9ubWVudCI6InByb2R1Y3Rpb24iLCJzY29wZSI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInN1YiI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInByb2plY3QiOiJyZWdlbmh1YmF0dGVuZGFuY2Vib3QifQ.RMJO00PRvdpZEuh0TibiDLikUim5jMNec4utyyghMmzi0aJyk-9BZwzhfbcTOssb3vWbQ6lWSFfe1Bwt1qXlFB7jV-_K1FQx1LDuxJ6mjaagxJdijRu3gh7JClpb69-Oy9SWdm5kYlI-841hkZ2_jPlANJLbf2ycz47he4-GNsq8-iFQ2gHelJU-p2K2KDdYzKHdgjH9Q_pmKCtKGuWhuqx7Py87mbiRlXmRfZjGZGy6HBgv3hsETuSyY53Fj6yIlCAShVYypA0KUbfxA-H8x0h279CDWHWALVYDrBbE7gToz8J1j8UDbktE2s9dgwBHZ5I-oVBToEClT1L39CLX3Q',
    'x-vercel-ip-city': 'Amsterdam',
    'x-forwarded-for': '91.108.5.46',
    'x-forwarded-host': 'regenhubattendancebot.vercel.app',
    'x-vercel-internal-ingress-port': '18446',
    'content-type': 'application/json',
    'x-vercel-function-path': 'api/webhook',
    'accept-encoding': 'gzip, deflate',
    'x-vercel-ip-country': 'NL',
    'x-vercel-internal-bot-check': 'skip',
    forwarded: 'for=91.108.5.46;host=regenhubattendancebot.vercel.app;proto=https;sig=0QmVhcmVyIGU0NWRkOTEzMmJlMjIxZTY3MGJlYzY4MzliZGM1Y2M2YjE1YTdiYmI0OTc2ZjEwYjA4NjM2MTgzM2IzZjdmODM=;exp=1758682793',
    'x-vercel-ip-timezone': 'Europe/Amsterdam',
    'x-forwarded-proto': 'https',
    'x-vercel-ip-country-region': 'NH',
    'x-vercel-proxy-signature': 'Bearer e45dd9132be221e670bec6839bdc5cc6b15a7bbb4976f10b086361833b3f7f83',
    'x-vercel-proxy-signature-ts': '1758682793',
    'content-length': '365',
    host: 'regenhubattendancebot.vercel.app',
    'x-vercel-ip-postal-code': '1012',
    'x-vercel-forwarded-for': '91.108.5.46',
    'x-vercel-ip-longitude': '4.8975',
    'x-real-ip': '91.108.5.46',
    'x-vercel-id': 'fra1::fz9cj-1758682493470-9b03992ed18d',
    'x-vercel-deployment-url': 'regenhubattendancebot-36al8cgav-omniharmonics-projects.vercel.app',
    'x-vercel-proxied-for': '91.108.5.46',
    'x-vercel-ip-as-number': '62041',
    'x-vercel-ip-continent': 'EU',
    'x-vercel-ip-latitude': '52.3759',
    'x-vercel-internal-ingress-bucket': 'bucket018',
    'x-vercel-ja4-digest': 't13d301100_1d37bd780c83_ef4b9b248d72',
    connection: 'close',
    accept: '*/*'
  },
  body: {
    update_id: 30364149,
    message: {
      message_id: 2,
      from: [Object],
      chat: [Object],
      date: 1758682493,
      text: '@regenhubattendancebot',
      entities: [Array]
    }
  },
  timestamp: '2025-09-24T02:54:53.535Z'
}","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTACJHJXF70RBTT6Z31DN8","",-1
"2025-09-24 02:54:53",1758682493521,"regenhubattendancebot.vercel.app/api/webhook","POST","",200,"fz9cj-1758682493470-9b03992ed18d","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",5,"iad1",81,2048,"","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTACJHJXF70RBTT6Z31DN8","qRC7PwGsO99p",1
"2025-09-24 02:54:49",1758682489559,"regenhubattendancebot.vercel.app/api/webhook","POST","",-1,"q7qfk-1758682489357-64f8cf9daf92","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",-1,"iad1",-1,-1,"Webhook received: {
  method: 'POST',
  headers: {
    'x-vercel-ip-timezone': 'Europe/Amsterdam',
    'x-vercel-internal-ingress-bucket': 'bucket018',
    'x-vercel-proxy-signature': 'Bearer 83496270a0e3d03690121e49c3fe4a2ba5dd74f553c9ceea7e72d5603e428440',
    'x-vercel-function-path': 'api/webhook',
    'x-vercel-ip-continent': 'EU',
    'accept-encoding': 'gzip, deflate',
    'x-vercel-ip-longitude': '4.8975',
    'x-vercel-ip-postal-code': '1012',
    forwarded: 'for=91.108.5.46;host=regenhubattendancebot.vercel.app;proto=https;sig=0QmVhcmVyIDgzNDk2MjcwYTBlM2QwMzY5MDEyMWU0OWMzZmU0YTJiYTVkZDc0ZjU1M2M5Y2VlYTdlNzJkNTYwM2U0Mjg0NDA=;exp=1758682789',
    'content-length': '465',
    'x-vercel-ja4-digest': 't13d301100_1d37bd780c83_ef4b9b248d72',
    'x-vercel-internal-bot-check': 'skip',
    'x-vercel-proxied-for': '91.108.5.46',
    host: 'regenhubattendancebot.vercel.app',
    'x-vercel-forwarded-for': '91.108.5.46',
    'x-vercel-id': 'fra1::q7qfk-1758682489357-64f8cf9daf92',
    'x-vercel-internal-ingress-port': '18446',
    'x-vercel-deployment-url': 'regenhubattendancebot-36al8cgav-omniharmonics-projects.vercel.app',
    'x-forwarded-for': '91.108.5.46',
    'content-type': 'application/json',
    'x-real-ip': '91.108.5.46',
    'x-vercel-ip-country': 'NL',
    'x-vercel-oidc-token': 'eyJraWQiOiJtcmstNDMwMmVjMWI2NzBmNDhhOThhZDYxZGFkZTRhMjNiZTciLCJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJuYmYiOjE3NTg2ODIwMDMsIm93bmVyX2lkIjoidGVhbV9KcjBySU8yaU9XazAyeUtBVkk0VG5VWXQiLCJpYXQiOjE3NTg2ODIwMDMsInZlcmNlbF9pZCI6ImZyYTE6OjdoZDk0LTE3NTg2ODIwMDI5OTEtNThhNjk4NTE5YzA3IiwiYXVkIjoiaHR0cHM6XC9cL3ZlcmNlbC5jb21cL29tbmloYXJtb25pY3MtcHJvamVjdHMiLCJvd25lciI6Im9tbmloYXJtb25pY3MtcHJvamVjdHMiLCJpc3MiOiJodHRwczpcL1wvb2lkYy52ZXJjZWwuY29tXC9vbW5paGFybW9uaWNzLXByb2plY3RzIiwicHJvamVjdF9pZCI6InByal9JQmprMFZrTFZhcEJ3dFVSUWNPaEsxT3ZRT1pVIiwiZXhwIjoxNzU4Njg1NjAzLCJlbnZpcm9ubWVudCI6InByb2R1Y3Rpb24iLCJzY29wZSI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInN1YiI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInByb2plY3QiOiJyZWdlbmh1YmF0dGVuZGFuY2Vib3QifQ.RMJO00PRvdpZEuh0TibiDLikUim5jMNec4utyyghMmzi0aJyk-9BZwzhfbcTOssb3vWbQ6lWSFfe1Bwt1qXlFB7jV-_K1FQx1LDuxJ6mjaagxJdijRu3gh7JClpb69-Oy9SWdm5kYlI-841hkZ2_jPlANJLbf2ycz47he4-GNsq8-iFQ2gHelJU-p2K2KDdYzKHdgjH9Q_pmKCtKGuWhuqx7Py87mbiRlXmRfZjGZGy6HBgv3hsETuSyY53Fj6yIlCAShVYypA0KUbfxA-H8x0h279CDWHWALVYDrBbE7gToz8J1j8UDbktE2s9dgwBHZ5I-oVBToEClT1L39CLX3Q',
    'x-forwarded-host': 'regenhubattendancebot.vercel.app',
    'x-vercel-ip-city': 'Amsterdam',
    'x-vercel-ip-latitude': '52.3759',
    'x-vercel-proxy-signature-ts': '1758682789',
    'x-vercel-ip-country-region': 'NH',
    'x-forwarded-proto': 'https',
    'x-vercel-ip-as-number': '62041',
    connection: 'close',
    accept: '*/*'
  },
  body: {
    update_id: 30364147,
    message: {
      message_id: 4,
      from: [Object],
      chat: [Object],
      date: 1758682489,
      migrate_to_chat_id: -1003180230115
    }
  },
  timestamp: '2025-09-24T02:54:49.558Z'
}","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTA8P9059QTY2FM09R8R4Y","",-1
"2025-09-24 02:54:49",1758682489545,"regenhubattendancebot.vercel.app/api/webhook","POST","",200,"q7qfk-1758682489357-64f8cf9daf92","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",5,"iad1",80,2048,"","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTA8P9059QTY2FM09R8R4Y","qRC7PwGsO99p",1
"2025-09-24 02:54:49",1758682489522,"regenhubattendancebot.vercel.app/api/webhook","POST","",-1,"fz9cj-1758682489457-3b3bf1cca26b","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",-1,"iad1",-1,-1,"Webhook received: {
  method: 'POST',
  headers: {
    'x-vercel-internal-ingress-port': '18446',
    'x-vercel-ip-timezone': 'Europe/Amsterdam',
    'x-vercel-proxied-for': '91.108.5.46',
    'accept-encoding': 'gzip, deflate',
    host: 'regenhubattendancebot.vercel.app',
    forwarded: 'for=91.108.5.46;host=regenhubattendancebot.vercel.app;proto=https;sig=0QmVhcmVyIDgzNDk2MjcwYTBlM2QwMzY5MDEyMWU0OWMzZmU0YTJiYTVkZDc0ZjU1M2M5Y2VlYTdlNzJkNTYwM2U0Mjg0NDA=;exp=1758682789',
    'x-vercel-ip-longitude': '4.8975',
    'x-vercel-proxy-signature': 'Bearer 83496270a0e3d03690121e49c3fe4a2ba5dd74f553c9ceea7e72d5603e428440',
    'x-vercel-forwarded-for': '91.108.5.46',
    'x-vercel-function-path': 'api/webhook',
    'x-vercel-internal-ingress-bucket': 'bucket018',
    'x-vercel-internal-bot-check': 'skip',
    'x-vercel-id': 'fra1::fz9cj-1758682489457-3b3bf1cca26b',
    'x-forwarded-host': 'regenhubattendancebot.vercel.app',
    'x-vercel-ip-country-region': 'NH',
    'x-real-ip': '91.108.5.46',
    'x-vercel-ip-country': 'NL',
    'x-vercel-ip-city': 'Amsterdam',
    'x-forwarded-for': '91.108.5.46',
    'x-vercel-ip-continent': 'EU',
    'x-vercel-ip-postal-code': '1012',
    'x-vercel-oidc-token': 'eyJraWQiOiJtcmstNDMwMmVjMWI2NzBmNDhhOThhZDYxZGFkZTRhMjNiZTciLCJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJuYmYiOjE3NTg2ODIwMDMsIm93bmVyX2lkIjoidGVhbV9KcjBySU8yaU9XazAyeUtBVkk0VG5VWXQiLCJpYXQiOjE3NTg2ODIwMDMsInZlcmNlbF9pZCI6ImZyYTE6OjdoZDk0LTE3NTg2ODIwMDI5OTEtNThhNjk4NTE5YzA3IiwiYXVkIjoiaHR0cHM6XC9cL3ZlcmNlbC5jb21cL29tbmloYXJtb25pY3MtcHJvamVjdHMiLCJvd25lciI6Im9tbmloYXJtb25pY3MtcHJvamVjdHMiLCJpc3MiOiJodHRwczpcL1wvb2lkYy52ZXJjZWwuY29tXC9vbW5paGFybW9uaWNzLXByb2plY3RzIiwicHJvamVjdF9pZCI6InByal9JQmprMFZrTFZhcEJ3dFVSUWNPaEsxT3ZRT1pVIiwiZXhwIjoxNzU4Njg1NjAzLCJlbnZpcm9ubWVudCI6InByb2R1Y3Rpb24iLCJzY29wZSI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInN1YiI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInByb2plY3QiOiJyZWdlbmh1YmF0dGVuZGFuY2Vib3QifQ.RMJO00PRvdpZEuh0TibiDLikUim5jMNec4utyyghMmzi0aJyk-9BZwzhfbcTOssb3vWbQ6lWSFfe1Bwt1qXlFB7jV-_K1FQx1LDuxJ6mjaagxJdijRu3gh7JClpb69-Oy9SWdm5kYlI-841hkZ2_jPlANJLbf2ycz47he4-GNsq8-iFQ2gHelJU-p2K2KDdYzKHdgjH9Q_pmKCtKGuWhuqx7Py87mbiRlXmRfZjGZGy6HBgv3hsETuSyY53Fj6yIlCAShVYypA0KUbfxA-H8x0h279CDWHWALVYDrBbE7gToz8J1j8UDbktE2s9dgwBHZ5I-oVBToEClT1L39CLX3Q',
    'x-vercel-ja4-digest': 't13d301100_1d37bd780c83_ef4b9b248d72',
    'content-type': 'application/json',
    'x-forwarded-proto': 'https',
    'x-vercel-ip-as-number': '62041',
    'x-vercel-deployment-url': 'regenhubattendancebot-36al8cgav-omniharmonics-projects.vercel.app',
    'content-length': '966',
    'x-vercel-proxy-signature-ts': '1758682789',
    'x-vercel-ip-latitude': '52.3759',
    connection: 'close',
    accept: '*/*'
  },
  body: {
    update_id: 30364148,
    my_chat_member: {
      chat: [Object],
      from: [Object],
      date: 1758682489,
      old_chat_member: [Object],
      new_chat_member: [Object]
    }
  },
  timestamp: '2025-09-24T02:54:49.522Z'
}","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTA8N3K7FTBQEZBJBGQ1P0","",-1
"2025-09-24 02:54:49",1758682489507,"regenhubattendancebot.vercel.app/api/webhook","POST","",200,"fz9cj-1758682489457-3b3bf1cca26b","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",6,"iad1",80,2048,"","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTA8N3K7FTBQEZBJBGQ1P0","qRC7PwGsO99p",1
"2025-09-24 02:54:49",1758682489381,"regenhubattendancebot.vercel.app/api/webhook","POST","",-1,"fz9cj-1758682489315-74f1ca0aa1ab","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",-1,"iad1",-1,-1,"Webhook received: {
  method: 'POST',
  headers: {
    'x-vercel-ip-timezone': 'Europe/Amsterdam',
    'x-vercel-proxy-signature-ts': '1758682789',
    'content-type': 'application/json',
    'content-length': '361',
    'x-vercel-ja4-digest': 't13d301100_1d37bd780c83_ef4b9b248d72',
    'x-vercel-ip-latitude': '52.3759',
    'accept-encoding': 'gzip, deflate',
    'x-vercel-internal-ingress-port': '18446',
    'x-vercel-ip-as-number': '62041',
    'x-vercel-ip-country': 'NL',
    forwarded: 'for=91.108.5.46;host=regenhubattendancebot.vercel.app;proto=https;sig=0QmVhcmVyIDgzNDk2MjcwYTBlM2QwMzY5MDEyMWU0OWMzZmU0YTJiYTVkZDc0ZjU1M2M5Y2VlYTdlNzJkNTYwM2U0Mjg0NDA=;exp=1758682789',
    'x-vercel-forwarded-for': '91.108.5.46',
    'x-vercel-ip-country-region': 'NH',
    'x-vercel-ip-continent': 'EU',
    'x-real-ip': '91.108.5.46',
    'x-vercel-ip-city': 'Amsterdam',
    'x-vercel-proxy-signature': 'Bearer 83496270a0e3d03690121e49c3fe4a2ba5dd74f553c9ceea7e72d5603e428440',
    'x-vercel-function-path': 'api/webhook',
    'x-vercel-internal-bot-check': 'skip',
    'x-vercel-ip-postal-code': '1012',
    'x-vercel-deployment-url': 'regenhubattendancebot-36al8cgav-omniharmonics-projects.vercel.app',
    'x-vercel-id': 'fra1::fz9cj-1758682489315-74f1ca0aa1ab',
    'x-vercel-internal-ingress-bucket': 'bucket018',
    'x-forwarded-for': '91.108.5.46',
    'x-vercel-oidc-token': 'eyJraWQiOiJtcmstNDMwMmVjMWI2NzBmNDhhOThhZDYxZGFkZTRhMjNiZTciLCJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJuYmYiOjE3NTg2ODIwMDMsIm93bmVyX2lkIjoidGVhbV9KcjBySU8yaU9XazAyeUtBVkk0VG5VWXQiLCJpYXQiOjE3NTg2ODIwMDMsInZlcmNlbF9pZCI6ImZyYTE6OjdoZDk0LTE3NTg2ODIwMDI5OTEtNThhNjk4NTE5YzA3IiwiYXVkIjoiaHR0cHM6XC9cL3ZlcmNlbC5jb21cL29tbmloYXJtb25pY3MtcHJvamVjdHMiLCJvd25lciI6Im9tbmloYXJtb25pY3MtcHJvamVjdHMiLCJpc3MiOiJodHRwczpcL1wvb2lkYy52ZXJjZWwuY29tXC9vbW5paGFybW9uaWNzLXByb2plY3RzIiwicHJvamVjdF9pZCI6InByal9JQmprMFZrTFZhcEJ3dFVSUWNPaEsxT3ZRT1pVIiwiZXhwIjoxNzU4Njg1NjAzLCJlbnZpcm9ubWVudCI6InByb2R1Y3Rpb24iLCJzY29wZSI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInN1YiI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInByb2plY3QiOiJyZWdlbmh1YmF0dGVuZGFuY2Vib3QifQ.RMJO00PRvdpZEuh0TibiDLikUim5jMNec4utyyghMmzi0aJyk-9BZwzhfbcTOssb3vWbQ6lWSFfe1Bwt1qXlFB7jV-_K1FQx1LDuxJ6mjaagxJdijRu3gh7JClpb69-Oy9SWdm5kYlI-841hkZ2_jPlANJLbf2ycz47he4-GNsq8-iFQ2gHelJU-p2K2KDdYzKHdgjH9Q_pmKCtKGuWhuqx7Py87mbiRlXmRfZjGZGy6HBgv3hsETuSyY53Fj6yIlCAShVYypA0KUbfxA-H8x0h279CDWHWALVYDrBbE7gToz8J1j8UDbktE2s9dgwBHZ5I-oVBToEClT1L39CLX3Q',
    'x-vercel-proxied-for': '91.108.5.46',
    'x-forwarded-host': 'regenhubattendancebot.vercel.app',
    'x-vercel-ip-longitude': '4.8975',
    host: 'regenhubattendancebot.vercel.app',
    'x-forwarded-proto': 'https',
    connection: 'close',
    accept: '*/*'
  },
  body: {
    update_id: 30364146,
    message: {
      message_id: 1,
      from: [Object],
      sender_chat: [Object],
      chat: [Object],
      date: 1758682488,
      migrate_from_chat_id: -4836672774
    }
  },
  timestamp: '2025-09-24T02:54:49.381Z'
}","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTA8GMAWD1N2DN4YKATS0B","",-1
"2025-09-24 02:54:49",1758682489364,"regenhubattendancebot.vercel.app/api/webhook","POST","",200,"fz9cj-1758682489315-74f1ca0aa1ab","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",6,"iad1",80,2048,"","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTA8GMAWD1N2DN4YKATS0B","qRC7PwGsO99p",1
"2025-09-24 02:54:49",1758682489260,"regenhubattendancebot.vercel.app/api/webhook","POST","",-1,"fz9cj-1758682489054-c3f8176e7ea5","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",-1,"iad1",-1,-1,"Webhook received: {
  method: 'POST',
  headers: {
    'x-forwarded-proto': 'https',
    'x-vercel-ip-continent': 'EU',
    'x-vercel-ip-country': 'NL',
    'x-vercel-proxy-signature': 'Bearer 83496270a0e3d03690121e49c3fe4a2ba5dd74f553c9ceea7e72d5603e428440',
    'x-vercel-id': 'fra1::fz9cj-1758682489054-c3f8176e7ea5',
    forwarded: 'for=91.108.5.46;host=regenhubattendancebot.vercel.app;proto=https;sig=0QmVhcmVyIDgzNDk2MjcwYTBlM2QwMzY5MDEyMWU0OWMzZmU0YTJiYTVkZDc0ZjU1M2M5Y2VlYTdlNzJkNTYwM2U0Mjg0NDA=;exp=1758682789',
    'x-vercel-function-path': 'api/webhook',
    host: 'regenhubattendancebot.vercel.app',
    'x-vercel-ip-city': 'Amsterdam',
    'x-vercel-internal-ingress-port': '18446',
    'x-vercel-ip-country-region': 'NH',
    'x-vercel-internal-ingress-bucket': 'bucket018',
    'x-vercel-ip-postal-code': '1012',
    'x-vercel-proxied-for': '91.108.5.46',
    'content-type': 'application/json',
    'x-vercel-forwarded-for': '91.108.5.46',
    'x-forwarded-host': 'regenhubattendancebot.vercel.app',
    'accept-encoding': 'gzip, deflate',
    'x-vercel-ip-latitude': '52.3759',
    'x-vercel-deployment-url': 'regenhubattendancebot-36al8cgav-omniharmonics-projects.vercel.app',
    'x-vercel-ip-timezone': 'Europe/Amsterdam',
    'x-vercel-ip-as-number': '62041',
    'content-length': '572',
    'x-vercel-internal-bot-check': 'skip',
    'x-forwarded-for': '91.108.5.46',
    'x-real-ip': '91.108.5.46',
    'x-vercel-proxy-signature-ts': '1758682789',
    'x-vercel-ja4-digest': 't13d301100_1d37bd780c83_ef4b9b248d72',
    'x-vercel-ip-longitude': '4.8975',
    'x-vercel-oidc-token': 'eyJraWQiOiJtcmstNDMwMmVjMWI2NzBmNDhhOThhZDYxZGFkZTRhMjNiZTciLCJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJuYmYiOjE3NTg2ODIwMDMsIm93bmVyX2lkIjoidGVhbV9KcjBySU8yaU9XazAyeUtBVkk0VG5VWXQiLCJpYXQiOjE3NTg2ODIwMDMsInZlcmNlbF9pZCI6ImZyYTE6OjdoZDk0LTE3NTg2ODIwMDI5OTEtNThhNjk4NTE5YzA3IiwiYXVkIjoiaHR0cHM6XC9cL3ZlcmNlbC5jb21cL29tbmloYXJtb25pY3MtcHJvamVjdHMiLCJvd25lciI6Im9tbmloYXJtb25pY3MtcHJvamVjdHMiLCJpc3MiOiJodHRwczpcL1wvb2lkYy52ZXJjZWwuY29tXC9vbW5paGFybW9uaWNzLXByb2plY3RzIiwicHJvamVjdF9pZCI6InByal9JQmprMFZrTFZhcEJ3dFVSUWNPaEsxT3ZRT1pVIiwiZXhwIjoxNzU4Njg1NjAzLCJlbnZpcm9ubWVudCI6InByb2R1Y3Rpb24iLCJzY29wZSI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInN1YiI6Im93bmVyOm9tbmloYXJtb25pY3MtcHJvamVjdHM6cHJvamVjdDpyZWdlbmh1YmF0dGVuZGFuY2Vib3Q6ZW52aXJvbm1lbnQ6cHJvZHVjdGlvbiIsInByb2plY3QiOiJyZWdlbmh1YmF0dGVuZGFuY2Vib3QifQ.RMJO00PRvdpZEuh0TibiDLikUim5jMNec4utyyghMmzi0aJyk-9BZwzhfbcTOssb3vWbQ6lWSFfe1Bwt1qXlFB7jV-_K1FQx1LDuxJ6mjaagxJdijRu3gh7JClpb69-Oy9SWdm5kYlI-841hkZ2_jPlANJLbf2ycz47he4-GNsq8-iFQ2gHelJU-p2K2KDdYzKHdgjH9Q_pmKCtKGuWhuqx7Py87mbiRlXmRfZjGZGy6HBgv3hsETuSyY53Fj6yIlCAShVYypA0KUbfxA-H8x0h279CDWHWALVYDrBbE7gToz8J1j8UDbktE2s9dgwBHZ5I-oVBToEClT1L39CLX3Q',
    connection: 'close',
    accept: '*/*'
  },
  body: {
    update_id: 30364145,
    my_chat_member: {
      chat: [Object],
      from: [Object],
      date: 1758682488,
      old_chat_member: [Object],
      new_chat_member: [Object]
    }
  },
  timestamp: '2025-09-24T02:54:49.258Z'
}","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTA8CFJ78JK14VZW4PZEHJ","",-1
"2025-09-24 02:54:49",1758682489231,"regenhubattendancebot.vercel.app/api/webhook","POST","",200,"fz9cj-1758682489054-c3f8176e7ea5","-","info","production","main","","lambda","/api/webhook","regenhubattendancebot.vercel.app","regenhubattendancebot.vercel.app","dpl_7Cjf8DbPC64BfsET2PoeuRgc4KqF",14,"iad1",80,2048,"","prj_IBjk0VkLVapBwtURQcOhK1OvQOZU","","","01K5WTA8CFJ78JK14VZW4PZEHJ","qRC7PwGsO99p",1
